deployment,year,VegHF,SoilHF,VegForDetectionDistance,DeploymentYear
CAL81,2017,Water,Water,WetGrass,CAL81_2017
CAL82,2017,CCSpruceR,CutBlocks,HF,CAL82_2017
CAL83,2017,Pipeline,Pipeline,HF,CAL83_2017
CAL84,2017,Decid2,UNK,Decid,CAL84_2017
CAL85,2017,Mixedwood7,UNK,Decid,CAL85_2017
CAL86,2017,TreedBog5,UNK,WetTreed,CAL86_2017
CAL87,2017,CCMixedwood1,CutBlocks,HF,CAL87_2017
CAL88,2017,Mixedwood9,UNK,Decid,CAL88_2017
CAL89,2017,ShrubbyFen,UNK,WetGrass,CAL89_2017
CAL90,2017,TreedBog6,UNK,WetTreed,CAL90_2017
CAL91,2017,TreedFen6,UNK,WetTreed,CAL91_2017
CAL92,2017,ShrubbySwamp,UNK,WetGrass,CAL92_2017
CAL93,2017,Decid4,UNK,Decid,CAL93_2017
CAL94,2017,TreedFen4,UNK,WetTreed,CAL94_2017
CAL95,2017,Decid4,UNK,Decid,CAL95_2017
CAL96,2017,SeismicLineWide,SeismicLineWide,HF,CAL96_2017
CAL97,2017,CCMixedwood1,CutBlocks,HF,CAL97_2017
CAL98,2017,TreedSwamp6,UNK,WetTreed,CAL98_2017
CAL99,2017,TreedBog4,UNK,WetTreed,CAL99_2017
CHR101,2017,Pine4,UNK,Conif,CHR101_2017
CHR101,2018,Pine4,UNK,Conif,CHR101_2018
CHR102,2017,TreedBog5,UNK,WetTreed,CHR102_2017
CHR102,2018,TreedBog5,UNK,WetTreed,CHR102_2018
CHR103,2017,Mixedwood4,UNK,Decid,CHR103_2017
CHR103,2018,Mixedwood4,UNK,Decid,CHR103_2018
CHR104,2017,TreedBog4,UNK,WetTreed,CHR104_2017
CHR104,2018,TreedBog4,UNK,WetTreed,CHR104_2018
CHR105,2017,RoadTrailVegetated,RoadTrailVegetated,HF,CHR105_2017
CHR105,2018,RoadTrailVegetated,RoadTrailVegetated,HF,CHR105_2018
CHR106,2017,TreedFen4,UNK,WetTreed,CHR106_2017
CHR106,2018,TreedFen4,UNK,WetTreed,CHR106_2018
CHR107,2017,GraminoidFen,UNK,WetGrass,CHR107_2017
CHR107,2018,GraminoidFen,UNK,WetGrass,CHR107_2018
CHR108,2017,TreedBog4,UNK,WetTreed,CHR108_2017
CHR108,2018,TreedBog4,UNK,WetTreed,CHR108_2018
CHR109,2017,TreedBog4,UNK,WetTreed,CHR109_2017
CHR109,2018,TreedBog4,UNK,WetTreed,CHR109_2018
CHR110,2017,TreedBog4,UNK,WetTreed,CHR110_2017
CHR110,2018,TreedBog4,UNK,WetTreed,CHR110_2018
CHR111,2017,TreedBog5,UNK,WetTreed,CHR111_2017
CHR111,2018,TreedBog5,UNK,WetTreed,CHR111_2018
CHR112,2017,Decid4,UNK,Decid,CHR112_2017
CHR112,2018,Decid4,UNK,Decid,CHR112_2018
CHR113,2017,CCDecid1,CutBlocks,HF,CHR113_2017
CHR113,2018,CCDecid1,CutBlocks,HF,CHR113_2018
CHR114,2017,Pine6,UNK,Conif,CHR114_2017
CHR114,2018,Pine6,UNK,Conif,CHR114_2018
CHR115,2017,Decid5,UNK,Decid,CHR115_2017
CHR115,2018,Decid5,UNK,Decid,CHR115_2018
CHR116,2017,Pine4,UNK,Conif,CHR116_2017
CHR116,2018,Pine4,UNK,Conif,CHR116_2018
CHR117,2017,CCPine1,CutBlocks,HF,CHR117_2017
CHR117,2018,CCPine1,CutBlocks,HF,CHR117_2018
CHR118,2017,TreedBog5,UNK,WetTreed,CHR118_2017
CHR118,2018,TreedBog5,UNK,WetTreed,CHR118_2018
CHR119,2017,TreedBog5,UNK,WetTreed,CHR119_2017
CHR119,2018,TreedBog5,UNK,WetTreed,CHR119_2018
CHR120,2017,TreedBog1,UNK,WetTreed,CHR120_2017
CHR120,2018,TreedBog1,UNK,WetTreed,CHR120_2018
CHR121,2017,TreedBog4,UNK,WetTreed,CHR121_2017
CHR121,2018,TreedBog4,UNK,WetTreed,CHR121_2018
CHR122,2017,TreedBog6,UNK,WetTreed,CHR122_2017
CHR122,2018,TreedBog6,UNK,WetTreed,CHR122_2018
CHR123,2017,ShrubbyFen,UNK,WetGrass,CHR123_2017
CHR123,2018,ShrubbyFen,UNK,WetGrass,CHR123_2018
CHR124,2017,TreedFen6,UNK,WetTreed,CHR124_2017
CHR124,2018,TreedFen6,UNK,WetTreed,CHR124_2018
CHR125,2017,Decid5,UNK,Decid,CHR125_2017
CHR125,2018,Decid5,UNK,Decid,CHR125_2018
DEW1,2018,NA,,Conif,DEW1_2018
DEW10,2018,NA,,Conif,DEW10_2018
DEW12,2018,NA,,Conif,DEW12_2018
DEW13,2018,NA,,Conif,DEW13_2018
DEW14,2018,NA,,Grass,DEW14_2018
DEW15,2018,NA,,Conif,DEW15_2018
DEW16,2018,NA,,Conif,DEW16_2018
DEW17,2018,NA,,WetGrass,DEW17_2018
DEW18,2018,NA,,Conif,DEW18_2018
DEW19,2018,NA,,Shrub,DEW19_2018
DEW2,2018,NA,,Decid,DEW2_2018
DEW20,2018,NA,,Conif,DEW20_2018
DEW22,2018,NA,,Decid,DEW22_2018
DEW23,2018,NA,,Decid,DEW23_2018
DEW24,2018,NA,,Conif,DEW24_2018
DEW25,2018,NA,,Conif,DEW25_2018
DEW3,2018,NA,,Conif,DEW3_2018
DEW4,2018,NA,,Conif,DEW4_2018
DEW5,2018,NA,,Conif,DEW5_2018
DEW6,2018,NA,,Conif,DEW6_2018
DEW7,2018,NA,,Conif,DEW7_2018
DEW9,2018,NA,,Shrub,DEW9_2018
FB1F,2014,CultivationTamePasture,CultivationTamePasture,HF,FB1F_2014
FB1O,2014,CultivationCrop,CultivationCrop,HF,FB1O_2014
FB2F,2014,CultivationTamePasture,CultivationTamePasture,HF,FB2F_2014
FB2O,2014,CultivationTamePasture,CultivationTamePasture,HF,FB2O_2014
FB3F,2014,Pine5,UNK,Conif,FB3F_2014
FB3O,2014,TreedFen9,UNK,Conif,FB3O_2014
FB4F,2014,CultivationCrop,CultivationCrop,HF,FB4F_2014
FB4O,2014,CultivationRoughPasture,CultivationRoughPasture,HF,FB4O_2014
FB5F,2014,CultivationCrop,CultivationCrop,HF,FB5F_2014
FB5O,2014,CultivationCrop,CultivationCrop,HF,FB5O_2014
FMM1,2017,TreedFen5,UNK,WetTreed,FMM1_2017
FMM1,2018,TreedFen5,UNK,WetTreed,FMM1_2018
FMM10,2017,TreedFen8,UNK,WetTreed,FMM10_2017
FMM10,2018,TreedFen8,UNK,WetTreed,FMM10_2018
FMM11,2017,TreedBog5,UNK,WetTreed,FMM11_2017
FMM11,2018,TreedBog5,UNK,WetTreed,FMM11_2018
FMM12,2017,TreedBog4,UNK,WetTreed,FMM12_2017
FMM12,2018,TreedBog4,UNK,WetTreed,FMM12_2018
FMM13,2017,Pipeline,Pipeline,HF,FMM13_2017
FMM13,2018,Pipeline,Pipeline,HF,FMM13_2018
FMM14,2017,Spruce5,UNK,Conif,FMM14_2017
FMM14,2018,Spruce5,UNK,Conif,FMM14_2018
FMM15,2017,TreedBog4,UNK,WetTreed,FMM15_2017
FMM15,2018,TreedBog4,UNK,WetTreed,FMM15_2018
FMM16,2017,TreedFen6,UNK,WetTreed,FMM16_2017
FMM16,2018,TreedFen6,UNK,WetTreed,FMM16_2018
FMM17,2017,TreedBog4,UNK,WetTreed,FMM17_2017
FMM17,2018,TreedBog4,UNK,WetTreed,FMM17_2018
FMM18,2017,TreedBog4,UNK,WetTreed,FMM18_2017
FMM18,2018,TreedBog4,UNK,WetTreed,FMM18_2018
FMM19,2017,ShrubbyFen,UNK,WetGrass,FMM19_2017
FMM19,2018,ShrubbyFen,UNK,WetGrass,FMM19_2018
FMM2,2017,TreedBog5,UNK,WetTreed,FMM2_2017
FMM2,2018,TreedBog5,UNK,WetTreed,FMM2_2018
FMM20,2017,TreedFen3,UNK,WetTreed,FMM20_2017
FMM20,2018,TreedFen3,UNK,WetTreed,FMM20_2018
FMM21,2017,TreedFen8,UNK,WetTreed,FMM21_2017
FMM21,2018,TreedFen8,UNK,WetTreed,FMM21_2018
FMM22,2017,TreedFen4,UNK,WetTreed,FMM22_2017
FMM22,2018,TreedFen4,UNK,WetTreed,FMM22_2018
FMM23,2017,TreedBog6,UNK,WetTreed,FMM23_2017
FMM23,2018,TreedBog6,UNK,WetTreed,FMM23_2018
FMM24,2017,TreedFenR,UNK,WetTreed,FMM24_2017
FMM24,2018,TreedFenR,UNK,WetTreed,FMM24_2018
FMM25,2017,TreedBog4,UNK,WetTreed,FMM25_2017
FMM25,2018,TreedBog4,UNK,WetTreed,FMM25_2018
FMM3,2017,TreedFen5,UNK,WetTreed,FMM3_2017
FMM3,2018,TreedFen5,UNK,WetTreed,FMM3_2018
FMM4,2017,SeismicLineNarrow,SeismicLineNarrow,HF,FMM4_2017
FMM4,2018,SeismicLineNarrow,SeismicLineNarrow,HF,FMM4_2018
FMM5,2017,TreedBog8,UNK,WetTreed,FMM5_2017
FMM5,2018,TreedBog8,UNK,WetTreed,FMM5_2018
FMM6,2017,TreedBog4,UNK,WetTreed,FMM6_2017
FMM6,2018,TreedBog4,UNK,WetTreed,FMM6_2018
FMM7,2017,ShrubbySwamp,UNK,WetGrass,FMM7_2017
FMM7,2018,ShrubbySwamp,UNK,WetGrass,FMM7_2018
FMM8,2017,TreedBog5,UNK,WetTreed,FMM8_2017
FMM8,2018,TreedBog5,UNK,WetTreed,FMM8_2018
FMM9,2017,TreedBog4,UNK,WetTreed,FMM9_2017
FMM9,2018,TreedBog4,UNK,WetTreed,FMM9_2018
IN1F,2014,CultivationCrop,CultivationCrop,HF,IN1F_2014
IN1O,2014,CultivationCrop,CultivationCrop,HF,IN1O_2014
IN2F,2014,GrassHerb,Lo,Grass,IN2F_2014
IN2O,2014,CultivationCrop,CultivationCrop,HF,IN2O_2014
IN3F,2014,CultivationCrop,CultivationCrop,HF,IN3F_2014
IN3O,2014,CultivationCrop,CultivationCrop,HF,IN3O_2014
IN4F,2014,CultivationCrop,CultivationCrop,HF,IN4F_2014
IN4F2,2014,WellSite,WellSite,HF,IN4F2_2014
IN5F,2014,GrassHerb,Lo,Grass,IN5F_2014
IN5O,2014,CultivationCrop,CultivationCrop,HF,IN5O_2014
LLB126,2017,TreedBog2,UNK,WetTreed,LLB126_2017
LLB126,2018,TreedBog2,UNK,WetTreed,LLB126_2018
LLB127,2017,Pine4,UNK,Conif,LLB127_2017
LLB127,2018,Pine4,UNK,Conif,LLB127_2018
LLB128,2017,GrassHerb,UNK,Grass,LLB128_2017
LLB128,2018,GrassHerb,UNK,Grass,LLB128_2018
LLB129,2017,GrassHerb,UNK,Grass,LLB129_2017
LLB129,2018,GrassHerb,UNK,Grass,LLB129_2018
LLB130,2017,TreedFen5,UNK,WetTreed,LLB130_2017
LLB130,2018,TreedFen5,UNK,WetTreed,LLB130_2018
LLB131,2017,Pine4,UNK,Conif,LLB131_2017
LLB131,2018,Pine4,UNK,Conif,LLB131_2018
LLB132,2017,TreedFen4,UNK,WetTreed,LLB132_2017
LLB132,2018,TreedFen4,UNK,WetTreed,LLB132_2018
LLB133,2017,TreedFen4,UNK,WetTreed,LLB133_2017
LLB133,2018,TreedFen4,UNK,WetTreed,LLB133_2018
LLB134,2017,Decid5,UNK,Decid,LLB134_2017
LLB134,2018,Decid5,UNK,Decid,LLB134_2018
LLB135,2017,CCPineR,CutBlocks,HF,LLB135_2017
LLB135,2018,CCPineR,CutBlocks,HF,LLB135_2018
LLB136,2017,Pine3,UNK,Conif,LLB136_2017
LLB136,2018,Pine3,UNK,Conif,LLB136_2018
LLB137,2017,MixedwoodR,UNK,Decid,LLB137_2017
LLB137,2018,MixedwoodR,UNK,Decid,LLB137_2018
LLB138,2017,TreedBog2,UNK,WetTreed,LLB138_2017
LLB138,2018,TreedBog2,UNK,WetTreed,LLB138_2018
LLB139,2017,GrassHerb,UNK,Grass,LLB139_2017
LLB139,2018,GrassHerb,UNK,Grass,LLB139_2018
LLB140,2017,GrassHerb,UNK,Grass,LLB140_2017
LLB140,2018,GrassHerb,UNK,Grass,LLB140_2018
LLB141,2017,TreedFen4,UNK,WetTreed,LLB141_2017
LLB141,2018,TreedFen4,UNK,WetTreed,LLB141_2018
LLB142,2017,Pine4,UNK,Conif,LLB142_2017
LLB142,2018,Pine4,UNK,Conif,LLB142_2018
LLB143,2017,CCPineR,CutBlocks,HF,LLB143_2017
LLB143,2018,CCPineR,CutBlocks,HF,LLB143_2018
LLB144,2017,ShrubbyBog,UNK,WetGrass,LLB144_2017
LLB144,2018,ShrubbyBog,UNK,WetGrass,LLB144_2018
LLB145,2017,Pipeline,Pipeline,HF,LLB145_2017
LLB145,2018,Pipeline,Pipeline,HF,LLB145_2018
LLB146,2017,Pine4,UNK,Conif,LLB146_2017
LLB146,2018,Pine4,UNK,Conif,LLB146_2018
LLB147,2017,Pine4,UNK,Conif,LLB147_2017
LLB147,2018,Pine4,UNK,Conif,LLB147_2018
LLB148,2017,Spruce7,UNK,Conif,LLB148_2017
LLB148,2018,Spruce7,UNK,Conif,LLB148_2018
LLB149,2017,ShrubbySwamp,UNK,WetGrass,LLB149_2017
LLB149,2018,ShrubbySwamp,UNK,WetGrass,LLB149_2018
LLB150,2017,Decid4,UNK,Decid,LLB150_2017
LLB150,2018,Decid4,UNK,Decid,LLB150_2018
LRN51,2018,NA,,Shrub,LRN51_2018
LRN52,2018,NA,,WetGrass,LRN52_2018
LRN53,2018,NA,,Conif,LRN53_2018
LRN54,2018,NA,,WetGrass,LRN54_2018
LRN55,2018,NA,,WetTreed,LRN55_2018
LRN57,2018,NA,,WetGrass,LRN57_2018
LRN58,2018,NA,,WetGrass,LRN58_2018
LRN59,2018,NA,,Shrub,LRN59_2018
LRN60,2018,NA,,WetGrass,LRN60_2018
LRN61,2018,NA,,Conif,LRN61_2018
LRN62,2018,NA,,Conif,LRN62_2018
LRN63,2018,NA,,Shrub,LRN63_2018
LRN64,2018,NA,,Conif,LRN64_2018
LRN65,2018,NA,,WetTreed,LRN65_2018
LRN66,2018,NA,,Conif,LRN66_2018
LRN67,2018,NA,,WetTreed,LRN67_2018
LRN68,2018,NA,,Shrub,LRN68_2018
LRN69,2018,NA,,Shrub,LRN69_2018
LRN70,2018,NA,,Shrub,LRN70_2018
LRN71,2018,NA,,Conif,LRN71_2018
LRN72,2018,NA,,Shrub,LRN72_2018
LRN73,2018,NA,,Grass,LRN73_2018
LRN74,2018,NA,,Conif,LRN74_2018
LRN75,2018,NA,,Conif,LRN75_2018
MAC26,2017,Spruce5,UNK,Conif,MAC26_2017
MAC27,2017,Mixedwood6,UNK,Decid,MAC27_2017
MAC28,2017,TreedFen5,UNK,WetTreed,MAC28_2017
MAC29,2017,ShrubbyFen,UNK,WetGrass,MAC29_2017
MAC30,2017,TreedFen5,UNK,WetTreed,MAC30_2017
MAC31,2017,TreedBog4,UNK,WetTreed,MAC31_2017
MAC32,2017,TreedFen6,UNK,WetTreed,MAC32_2017
MAC33,2017,TreedFen5,UNK,WetTreed,MAC33_2017
MAC34,2017,TreedFen4,UNK,WetTreed,MAC34_2017
MAC35,2017,TreedFen6,UNK,WetTreed,MAC35_2017
MAC36,2017,TreedBog4,UNK,WetTreed,MAC36_2017
MAC37,2017,TreedFen5,UNK,WetTreed,MAC37_2017
MAC38,2017,ShrubbyFen,UNK,WetGrass,MAC38_2017
MAC39,2017,TreedFen4,UNK,WetTreed,MAC39_2017
MAC40,2017,ShrubbyFen,UNK,WetGrass,MAC40_2017
MAC41,2017,TreedFen6,UNK,WetTreed,MAC41_2017
MAC42,2017,TreedBog5,UNK,WetTreed,MAC42_2017
MAC43,2017,TreedFen5,UNK,WetTreed,MAC43_2017
MAC44,2017,TreedFen5,UNK,WetTreed,MAC44_2017
MAC45,2017,Decid4,UNK,Decid,MAC45_2017
MAC46,2017,TreedFen4,UNK,WetTreed,MAC46_2017
MAC47,2017,TreedBog6,UNK,WetTreed,MAC47_2017
MAC48,2017,TreedBog3,UNK,WetTreed,MAC48_2017
MAC49,2017,TreedFen5,UNK,WetTreed,MAC49_2017
MAC50,2017,TreedBog4,UNK,WetTreed,MAC50_2017
MCC26,2018,NA,,Conif,MCC26_2018
MCC27,2018,NA,,Shrub,MCC27_2018
MCC28,2018,NA,,Conif,MCC28_2018
MCC29,2018,NA,,WetTreed,MCC29_2018
MCC30,2018,NA,,WetTreed,MCC30_2018
MCC31,2018,NA,,Conif,MCC31_2018
MCC32,2018,NA,,Conif,MCC32_2018
MCC33,2018,NA,,Conif,MCC33_2018
MCC34,2018,NA,,Conif,MCC34_2018
MCC35,2018,NA,,WetTreed,MCC35_2018
MCC36,2018,NA,,WetGrass,MCC36_2018
MCC37,2018,NA,,Conif,MCC37_2018
MCC38,2018,NA,,Conif,MCC38_2018
MCC39,2018,NA,,Conif,MCC39_2018
MCC40,2018,NA,,Conif,MCC40_2018
MCC42,2018,NA,,Conif,MCC42_2018
MCC43,2018,NA,,Conif,MCC43_2018
MCC44,2018,NA,,WetTreed,MCC44_2018
MCC45,2018,NA,,WetTreed,MCC45_2018
MCC46,2018,NA,,Shrub,MCC46_2018
MCC47,2018,NA,,Conif,MCC47_2018
MCC48,2018,NA,,WetGrass,MCC48_2018
MCC49,2018,NA,,WetGrass,MCC49_2018
MCC50,2018,NA,,Conif,MCC50_2018
NEXENK14_006,2014,TreedBog8,UNK,Conif,NEXENK14_006_2014
NEXENK14_007,2014,ShrubbySwamp,UNK,WetShrub,NEXENK14_007_2014
NEXENK14_008,2014,Decid6,UNK,Decid,NEXENK14_008_2014
NEXENK14_009,2014,TreedFen4,UNK,Conif,NEXENK14_009_2014
NEXENK14_010,2014,Decid5,UNK,Decid,NEXENK14_010_2014
NEXENK14_011,2014,CCSpruce1,CutBlocks,HF,NEXENK14_011_2014
NEXENK14_012,2014,Decid5,UNK,Decid,NEXENK14_012_2014
NEXENK14_013,2014,CultivationCrop,CultivationCrop,HF,NEXENK14_013_2014
NEXENK14_014,2014,Decid4,UNK,Decid,NEXENK14_014_2014
NEXENK14_021,2014,CCDecid2,CutBlocks,HF,NEXENK14_021_2014
NEXENK14_022,2014,Shrub,UNK,Shrub,NEXENK14_022_2014
NEXENK14_023,2014,CCDecid2,CutBlocks,HF,NEXENK14_023_2014
NEXENK14_024,2014,TreedBog6,UNK,Conif,NEXENK14_024_2014
NEXENK14_025,2014,CCSpruce1,CutBlocks,HF,NEXENK14_025_2014
NEXENK14_026,2014,CCMixedwood2,CutBlocks,HF,NEXENK14_026_2014
NEXENK14_027,2014,CCMixedwood2,CutBlocks,HF,NEXENK14_027_2014
NEXENK14_028,2014,Decid5,UNK,Decid,NEXENK14_028_2014
NEXENK14_029,2014,Mixedwood5,UNK,Decid,NEXENK14_029_2014
NEXENK14_036,2014,Decid6,UNK,Decid,NEXENK14_036_2014
NEXENK14_037,2014,Decid7,UNK,Decid,NEXENK14_037_2014
NEXENK14_038,2014,ShrubbyFen,UNK,WetShrub,NEXENK14_038_2014
NEXENK14_039,2014,Mixedwood6,UNK,Decid,NEXENK14_039_2014
NEXENK14_040,2014,WellSite,WellSite,HF,NEXENK14_040_2014
NEXENK14_041,2014,CCSpruce2,CutBlocks,HF,NEXENK14_041_2014
NEXENK14_043,2014,CCSpruce2,CutBlocks,HF,NEXENK14_043_2014
NEXENK14_044,2014,Spruce5,UNK,Conif,NEXENK14_044_2014
NEXENK14_045,2014,ShrubbySwamp,UNK,WetShrub,NEXENK14_045_2014
NEXENK14_052,2014,CCDecid2,CutBlocks,HF,NEXENK14_052_2014
NEXENK14_053,2014,Mixedwood5,UNK,Decid,NEXENK14_053_2014
NEXENK14_054,2014,WellSite,WellSite,HF,NEXENK14_054_2014
NEXENK14_055,2014,TreedBog7,UNK,Conif,NEXENK14_055_2014
NEXENK14_056,2014,Decid5,UNK,Decid,NEXENK14_056_2014
NEXENK14_057,2014,Decid5,UNK,Decid,NEXENK14_057_2014
NEXENK14_058,2014,Decid5,UNK,Decid,NEXENK14_058_2014
NEXENK14_059,2014,Decid5,UNK,Decid,NEXENK14_059_2014
NEXENK14_060,2014,CCDecid1,CutBlocks,HF,NEXENK14_060_2014
NEXENK14_066,2014,CCDecid2,CutBlocks,HF,NEXENK14_066_2014
NEXENK14_067,2014,ShrubbySwamp,UNK,WetShrub,NEXENK14_067_2014
NEXENK14_068,2014,CCDecid2,CutBlocks,HF,NEXENK14_068_2014
NEXENK14_069,2014,Decid6,UNK,Decid,NEXENK14_069_2014
NEXENK14_070,2014,CCMixedwood2,CutBlocks,HF,NEXENK14_070_2014
NEXENK14_071,2014,RoadTrailVegetated,RoadTrailVegetated,HF,NEXENK14_071_2014
NEXENK14_072,2014,CCDecid1,CutBlocks,HF,NEXENK14_072_2014
NEXENK14_073,2014,NA,NA,NA,NEXENK14_073_2014
NEXENK14_074,2014,Decid5,UNK,Decid,NEXENK14_074_2014
NEXENK14_075,2014,CCMixedwood1,CutBlocks,HF,NEXENK14_075_2014
NEXENK14_081,2014,Decid5,UNK,Decid,NEXENK14_081_2014
NEXENK14_082,2014,TreedBog6,UNK,Conif,NEXENK14_082_2014
NEXENK14_083,2014,ShrubbySwamp,UNK,WetShrub,NEXENK14_083_2014
NEXENK14_086,2014,CCSpruce2,CutBlocks,HF,NEXENK14_086_2014
NEXENK14_087,2014,CCDecid1,CutBlocks,HF,NEXENK14_087_2014
NEXENK14_088,2014,ShrubbySwamp,UNK,WetShrub,NEXENK14_088_2014
NEXENK14_089,2014,TreedBog4,UNK,Conif,NEXENK14_089_2014
NEXENK14_090,2014,Mixedwood5,UNK,Decid,NEXENK14_090_2014
NEXENK14_096,2014,Pipeline,Pipeline,HF,NEXENK14_096_2014
NEXENK14_097,2014,TreedBog6,UNK,Conif,NEXENK14_097_2014
NEXENK14_098,2014,Decid5,UNK,Decid,NEXENK14_098_2014
NEXENK14_099,2014,CCMixedwood2,CutBlocks,HF,NEXENK14_099_2014
NEXENK14_100,2014,CCMixedwood2,CutBlocks,HF,NEXENK14_100_2014
NEXENK14_101,2014,CCMixedwood2,CutBlocks,HF,NEXENK14_101_2014
NEXENK14_102,2014,CCSpruce2,CutBlocks,HF,NEXENK14_102_2014
NEXENK14_103,2014,CCSpruce2,CutBlocks,HF,NEXENK14_103_2014
NEXENK14_104,2014,Water,Water,WetGrass,NEXENK14_104_2014
NEXENK14_105,2014,TreedFen6,UNK,Conif,NEXENK14_105_2014
NEXENK14_109,2014,Decid8,UNK,Decid,NEXENK14_109_2014
NEXENK14_111,2014,TreedBog7,UNK,Conif,NEXENK14_111_2014
NEXENK14_113,2014,Decid6,UNK,Decid,NEXENK14_113_2014
NEXENK14_114,2014,Decid6,UNK,Decid,NEXENK14_114_2014
NEXENK14_115,2014,Decid6,UNK,Decid,NEXENK14_115_2014
NEXENK14_116,2014,NA,NA,NA,NEXENK14_116_2014
NEXENK14_117,2014,WellSite,WellSite,HF,NEXENK14_117_2014
NEXENK14_118,2014,Decid4,UNK,Decid,NEXENK14_118_2014
NEXENK14_119,2014,Mixedwood5,UNK,Decid,NEXENK14_119_2014
NEXENK14_120,2014,CCDecid1,CutBlocks,HF,NEXENK14_120_2014
NEXENK14_124,2014,TreedBog5,UNK,Conif,NEXENK14_124_2014
NEXENK14_126,2014,Mixedwood5,UNK,Decid,NEXENK14_126_2014
NEXENK14_128,2014,TreedBog6,UNK,Conif,NEXENK14_128_2014
NEXENK14_129,2014,Decid6,UNK,Decid,NEXENK14_129_2014
NEXENK14_130,2014,Decid6,UNK,Decid,NEXENK14_130_2014
NEXENK14_131,2014,CCSpruce2,CutBlocks,HF,NEXENK14_131_2014
NEXENK14_132,2014,CCDecid1,CutBlocks,HF,NEXENK14_132_2014
NEXENK14_133,2014,RuralResidentialIndustrial,RuralResidentialIndustrial,HF,NEXENK14_133_2014
NEXENK14_134,2014,ShrubbySwamp,UNK,WetShrub,NEXENK14_134_2014
NEXENK14_135,2014,CCSpruce1,CutBlocks,HF,NEXENK14_135_2014
NEXENK14_139,2014,Decid8,UNK,Decid,NEXENK14_139_2014
NEXENK14_141,2014,SeismicLineWide,SeismicLineWide,HF,NEXENK14_141_2014
NEXENK14_142,2014,TreedBog5,UNK,Conif,NEXENK14_142_2014
NEXENK14_143,2014,Decid6,UNK,Decid,NEXENK14_143_2014
NEXENK14_144,2014,ShrubbySwamp,UNK,WetShrub,NEXENK14_144_2014
NEXENK14_145,2014,TreedBog4,UNK,Conif,NEXENK14_145_2014
NEXENK14_146,2014,TreedBog5,UNK,Conif,NEXENK14_146_2014
NEXENK14_147,2014,TreedBog4,UNK,Conif,NEXENK14_147_2014
NEXENK14_148,2014,SeismicLineWide,SeismicLineWide,HF,NEXENK14_148_2014
NEXENK14_149,2014,TreedFen4,UNK,Conif,NEXENK14_149_2014
NEXENK14_150,2014,TreedBog5,UNK,Conif,NEXENK14_150_2014
OG-AAC-1054-41,2017,Marsh,Water,WetGrass,OG-AAC-1054-41_2017
OG-AAC-1054-42,2017,WellSite,WellSite,HF,OG-AAC-1054-42_2017
OG-AAC-1054-43,2017,Shrub,Sa,Shrub,OG-AAC-1054-43_2017
OG-AAC-1054-44,2017,Marsh,Water,WetGrass,OG-AAC-1054-44_2017
OG-AAC-1055-41,2017,CultivationTamePasture,CultivationTamePasture,HF,OG-AAC-1055-41_2017
OG-AAC-1055-42,2017,Decid5,Lo,Decid,OG-AAC-1055-42_2017
OG-AAC-1085-41,2017,CultivationRoughPasture,CultivationRoughPasture,HF,OG-AAC-1085-41_2017
OG-AAC-1087-41,2017,Shrub,Sa,Shrub,OG-AAC-1087-41_2017
OG-AAC-1116-41,2017,Mixedwood6,Sy,Decid,OG-AAC-1116-41_2017
OG-AAC-1116-42,2017,GrassHerb,Sy,Grass,OG-AAC-1116-42_2017
OG-AAC-1116-43,2017,CultivationCrop,CultivationCrop,HF,OG-AAC-1116-43_2017
OG-AAC-1157-41,2017,Decid4,Water,Decid,OG-AAC-1157-41_2017
OG-AAC-1157-42,2017,Decid2,TB,Decid,OG-AAC-1157-42_2017
OG-AAC-1157-43,2017,GraminoidFen,Sa,WetGrass,OG-AAC-1157-43_2017
OG-AAC-1157-44,2017,CultivationCrop,CultivationCrop,HF,OG-AAC-1157-44_2017
OG-AAC-1180-41,2017,ShrubbySwamp,Len,Shrub,OG-AAC-1180-41_2017
OG-AAC-1180-41-b,2017,TreedFen2,,WetTreed,OG-AAC-1180-41-b_2017
OG-AAC-1190-41,2017,ShrubbyFen,TB,Shrub,OG-AAC-1190-41_2017
OG-AAC-1190-42,2017,Shrub,Water,Shrub,OG-AAC-1190-42_2017
OG-AAC-1190-43,2017,Shrub,TB,Shrub,OG-AAC-1190-43_2017
OG-AAC-1191-41,2017,Shrub,Sa,Shrub,OG-AAC-1191-41_2017
OG-AAC-1191-42,2017,Shrub,Sa,Shrub,OG-AAC-1191-42_2017
OG-AAC-359-41,2017,RuralResidentialIndustrial,RuralResidentialIndustrial,HF,OG-AAC-359-41_2017
OG-AAC-359-42,2017,Pine5,UNK,Conif,OG-AAC-359-42_2017
OG-AAC-389-41,2017,Shrub,UNK,Shrub,OG-AAC-389-41_2017
OG-AAC-389-42,2017,Decid1,UNK,Decid,OG-AAC-389-42_2017
OG-AAC-476-41,2017,Spruce6,,Conif,OG-AAC-476-41_2017
OG-AAC-476-42,2017,ShrubbyFen,,Shrub,OG-AAC-476-42_2017
OG-AAC-476-43,2017,Mixedwood6,,Decid,OG-AAC-476-43_2017
OG-AAC-540-41,2017,CCSpruce2,CutBlocks,HF,OG-AAC-540-41_2017
OG-AAC-540-42,2017,Spruce6,CutBlocks,Conif,OG-AAC-540-42_2017
OG-AAC-540-43,2017,TreedBog6,UNK,WetTreed,OG-AAC-540-43_2017
